"set","position","name","bleed","curse","fire","lightning","magic","physical","poise","poison","weight","weight_modifier","health_modifier","stamina_modifier","stamina_regeneration"
"Thorns","Legs","Leggings of Thorns",16.0,10.0,18.0,12.0,16.0,26.0,9.0,17.0,6.2,0.0,0.0,0.0,0.0
"Smough","Head","Smough's Helm",21.0,5.0,26.0,21.0,19.0,40.0,14.0,12.0,6.8,0.0,0.0,0.0,0.0
"Smough","Torso","Smough's Armor",54.0,9.0,66.0,59.0,52.0,106.0,35.0,28.0,17.5,0.0,0.0,0.0,0.0
"Smough","Arms","Smough's Gauntlets",33.0,5.0,40.0,33.0,31.0,61.0,21.0,16.0,10.4,0.0,0.0,0.0,0.0
"Smough","Legs","Smough's Leggings",33.0,5.0,40.0,33.0,31.0,61.0,21.0,16.0,10.4,0.0,0.0,0.0,0.0
"Dark","Head","Dark Mask",12.0,0.0,12.0,10.0,12.0,18.0,6.0,8.0,3.8,0.0,0.0,0.0,0.0
"Dark","Torso","Dark Armor",30.0,0.0,31.0,27.0,30.0,45.0,16.0,21.0,9.8,0.0,0.0,0.0,0.0
"Dark","Arms","Dark Gauntlets",18.0,0.0,18.0,15.0,18.0,27.0,9.0,12.0,5.8,0.0,0.0,0.0,0.0
"Dark","Legs","Dark Leggings",18.0,0.0,18.0,15.0,18.0,27.0,9.0,12.0,5.8,0.0,0.0,0.0,0.0
"Xanthous","Head","Xanthous Crown",8.0,35.0,3.0,8.0,15.0,18.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0
"Xanthous","Torso","Xanthous Overcoat",22.0,0.0,7.0,23.0,37.0,32.0,0.0,29.0,3.9,0.0,0.0,0.0,0.0
"Xanthous","Arms","Xanthous Gloves",12.0,0.0,4.0,14.0,22.0,18.0,0.0,18.0,2.3,0.0,0.0,0.0,0.0
"Xanthous","Legs","Xanthous Waistcloth",22.0,0.0,7.0,23.0,39.0,32.0,0.0,33.0,4.0,0.0,0.0,0.0,0.0
"","Head","Mask of the Father",6.0,0.0,6.0,8.0,10.0,6.0,0.0,0.0,1.2,0.05,0.0,0.0,0.0
"","Head","Mask of the Mother",10.0,0.0,6.0,8.0,12.0,6.0,0.0,0.0,1.2,0.0,0.1,0.0,0.0
"","Head","Mask of the Child",6.0,0.0,8.0,10.0,10.0,6.0,0.0,0.0,1.2,0.0,0.0,0.0,10.0
"","Head","Fang Boar Helm",13.0,0.0,4.0,4.0,5.0,26.0,12.0,8.0,8.0,0.0,0.0,0.0,0.0
"","Head","Gargoyle Helm",22.0,0.0,15.0,15.0,15.0,15.0,8.0,19.0,3.5,0.0,0.0,0.0,0.0
"","Head","Sunlight Maggot",0.0,0.0,24.0,13.0,5.0,6.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0
"","Head","Sack",12.0,0.0,8.0,4.0,6.0,6.0,0.0,10.0,0.6,0.0,0.0,0.0,0.0
"","Head","Royal Helm",16.0,0.0,10.0,6.0,10.0,16.0,8.0,12.0,4.5,0.0,0.0,0.0,0.0
"","Head","Symbol of Avarice",10.0,0.0,2.0,2.0,8.0,21.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0
